"MCL1","MYCN","GLI2","EGFR","CDK6","MET","FGFR1","MYC","CDKN2A.B","PTCH1","PTEN","CCND1","KRAS","CDK4","MDM2","RB1","TP53","NF1","ERBB2","CCNE1","Sample_Name"
0.064,0.025,-0.001,-0.009,0.018,0,0.043,0.045,0.203,0.097,0.176,0.074,-0.019,0.009,0.133,0.09,0.028,-0.137,0.046,0.015,"TCGA-DU-7309"
0.096,-0.003,-0.019,0.017,-0.014,0.004,0.003,0.12,0.264,0.039,0.198,0.014,-0.008,-0.056,0.131,0.038,0.058,-0.128,0.017,-0.219,"TCGA-FG-7638"
0.082,0.05,0.006,0.03,0.017,0.047,-0.024,0.129,0.19,0.072,0.213,0.041,-0.056,0.046,0.177,0.012,0.024,-0.104,0.073,0.006,"TCGA-HT-7609"
0.074,-0.03,-0.029,0.068,0.108,0.108,0.06,0.133,0.139,-0.014,0.122,0.067,0.032,0.053,0.202,-0.001,0.147,0.009,0.095,-0.175,"TCGA-FG-7634"
0.045,0.036,-0.027,0.02,0.257,0.227,0.314,0.386,0.221,0.07,0.198,0.04,0.287,-0.039,0.087,-0.008,0.066,-0.208,0.091,0.019,"TCGA-HT-7604"
0.065,-0.028,-0.021,0.106,0.045,0.099,-0.016,0.073,-0.331,-0.064,-0.233,-0.031,-0.016,0.621,-0.278,-0.009,0.014,-0.121,0.013,-0.042,"TCGA-IK-7675"
0.071,0.036,-0.01,0.075,0.151,0.135,0.046,0.079,0.169,0.105,0.094,0.038,-0.072,0.034,0.269,0.083,0.063,-0.08,-0.012,0.008,"TCGA-FG-7643"
-0.004,0.03,-0.011,0.018,-0.029,0.114,-0.008,0.041,-0.057,0.075,0.073,-0.009,-0.045,0.025,0.207,-0.049,0.078,-0.104,0.037,0.088,"TCGA-FG-7636"
0.013,-0.016,-0.033,-0.019,-0.013,0.061,-0.03,0.014,0.043,0.014,0.064,-0.036,-0.088,-0.019,0.105,-0.058,0.005,-0.07,0.106,0.079,"TCGA-HT-7603"
0.071,-0.006,-0.044,-0.01,0.14,0.179,-0.043,0.08,0.123,-0.023,0.058,-0.038,-0.058,-0.024,0.066,0.006,0.036,-0.039,0.015,0.063,"TCGA-HT-7610"
0.054,-0.041,-0.075,-0.022,-0.002,-0.005,0.028,0.024,0.093,0.005,0.083,0.015,-0.01,-0.025,0.18,-0.04,0.041,-0.059,0.068,-0.035,"TCGA-HT-7607"
0.1,0.006,-0.024,0.002,-0.029,0.014,-0.018,0.021,0.105,0.003,0.087,-0.061,-0.069,-0.044,0.058,-0.004,0.05,-0.049,0.128,0.073,"TCGA-HT-7601"
0.11,0.024,-0.035,-0.034,0.192,0.404,-0.034,0.078,-0.124,0.033,0.044,-0.053,-0.057,-0.001,0.067,-0.033,0.082,-0.104,0.028,-0.042,"TCGA-DU-7306"
-0.006,-0.004,-0.031,-0.007,-0.02,0.045,0.052,0.048,0.095,0.041,0.052,-0.019,-0.027,0.001,0.1,-0.007,0.01,-0.022,0.035,-0.171,"TCGA-DU-7300"
0.084,0.012,-0.036,-0.064,-0.005,0.036,0.028,0.054,-0.281,-0.008,0.045,-0.025,-0.069,-0.031,0.111,-0.039,0.037,-0.025,0.074,-0.306,"TCGA-DU-7302"
0.052,-0.003,-0.066,-0.016,0.066,0.009,0.013,0.084,0.155,0.101,0.114,0.012,-0.057,0.034,0.158,0.011,0.016,-0.037,0.042,-0.234,"TCGA-HT-7480"
0.059,-0.051,-0.062,0.048,0.013,0.057,-0.033,-0.013,-0.077,0.032,0.046,-0.001,-0.098,-0.021,0.001,-0.123,0.055,-0.099,0.034,-0.023,"TCGA-HT-7470"
0.094,-0.001,-0.035,-0.016,0.28,0.351,0.003,-0.014,-0.122,0.036,0.067,-0.064,-0.042,0.036,0.063,-0.467,0.033,-0.135,0.004,0.037,"TCGA-DU-7301"
0.089,-0.016,-0.046,-0.048,0.046,0.044,0.01,0.044,0.124,0.069,0.111,-0.013,-0.008,0.013,0.079,-0.016,0.022,-0.145,0.041,0.067,"TCGA-HT-7602"
0.054,0.04,-0.075,-0.015,-0.016,0.275,0.013,0.051,0.046,0.034,0.045,-0.022,-0.051,0.001,0.113,-0.058,0.044,-0.083,0.016,-0.119,"TCGA-FG-7637"
0.088,0.078,-0.046,-0.103,-0.008,0.015,0.051,-0.001,-0.09,-0.014,-0.012,-0.043,-0.12,-0.03,0.056,-0.046,0.041,-0.04,-0.052,-0.006,"TCGA-HT-8558"
0.039,0.006,-0.018,-0.048,-0.026,0.142,0.009,0.011,-0.053,-0.016,0.017,-0.008,-0.153,-0.006,0.122,-0.098,0.031,-0.122,0.057,0.049,"TCGA-HT-7880"
0.107,0.046,0.072,0.053,0.002,0.163,-0.017,-0.015,-0.391,-0.008,-0.097,-0.013,-0.252,-0.043,-0.013,-0.245,0.058,-0.105,-0.055,-0.019,"TCGA-HT-7882"
0.111,0.035,0.011,-0.062,-0.147,-0.009,0.057,0.028,-0.167,0.011,-0.007,-0.036,-0.227,-0.043,0.006,-0.125,0.072,-0.174,0.132,-0.206,"TCGA-HT-7681"
0.091,0.074,0.02,-0.009,-0.175,0.057,0.03,0.022,-0.856,0.075,-0.04,0.019,-0.229,-0.029,-0.006,-0.19,0.109,-0.14,0.003,-0.035,"TCGA-HT-7857"
0.078,0.05,0.025,-0.045,-0.013,0.203,0.044,-0.002,-0.068,0.037,-0.009,-0.048,-0.073,-0.178,-0.143,-0.122,0.073,-0.104,-0.015,-0.021,"TCGA-HT-7884"
0.092,0.056,0.006,-0.065,0.114,0.298,0.051,0.038,-0.49,0.043,-0.01,0.025,-0.167,-0.054,-0.056,-0.135,0.077,-0.101,0.086,-0.308,"TCGA-HW-8322"
0.072,0.028,0.026,0.024,-0.121,0.127,0.043,0.193,-0.135,0.012,-0.003,0.01,0.306,-0.057,0.028,-0.411,0.044,-0.255,0.067,-0.016,"TCGA-HT-7873"
0.1,0.111,0.044,-0.039,-0.09,0.051,0.033,0.012,-0.265,0.04,0.014,0.016,-0.211,-0.055,-0.021,-0.147,0.122,-0.258,0.115,-0.236,"TCGA-HT-7875"
0.147,0.065,0.006,-0.057,-0.113,0.036,-0.01,-0.002,-0.794,0.258,-0.006,0.161,-0.267,-0.085,-0.081,-0.071,0.1,-0.175,0.093,-0.012,"TCGA-HW-8319"
0.069,0.027,-0.009,-0.011,-0.064,0.075,-0.011,-0.031,-0.126,0.011,0.008,-0.029,-0.12,0.198,-0.198,-0.223,0.078,-0.11,0.102,-0.024,"TCGA-HT-8563"
0.071,0.036,-0.04,-0.065,-0.057,0.065,-0.001,-0.015,-0.03,0.002,0.012,-0.034,-0.11,-0.017,-0.004,-0.043,0.022,-0.04,0.09,0.062,"TCGA-HT-8113"
0.14,0.026,0.015,-0.033,-0.088,0.07,0.035,0.004,-0.164,0.003,-0.022,-0.002,-0.204,-0.032,-0.046,-0.231,0.048,-0.179,0.131,0.047,"TCGA-HT-7858"
0.078,0.105,0.098,0.087,-0.022,0.145,-0.17,-0.265,-0.221,0.055,-0.118,-0.04,-0.114,0.003,-0.047,-0.303,0.087,-0.149,-0.036,-0.116,"TCGA-HT-8564"
0.054,0.052,0.056,0.32,0.333,0.537,0.187,0.139,-2.189,0.018,-0.33,0.019,-0.213,-0.059,-0.135,-0.136,0.04,-0.045,0.073,-0.027,"TCGA-HT-8011"
0.058,-0.029,0.006,-0.024,-0.205,0.004,0.012,0.133,-0.481,-0.028,-0.043,-0.002,-0.177,-0.015,0.041,-0.216,0.073,-0.137,0.079,0.004,"TCGA-HT-7855"
0.049,0.007,0,-0.058,-0.124,0.056,0.015,0,-0.09,0.012,-0.028,-0.02,-0.181,-0.107,-0.008,-0.158,0.07,-0.146,0.075,-0.307,"TCGA-HT-7877"
0.086,0.025,0.017,0.164,0.093,0.212,0.02,0.001,-1.231,0.01,-0.302,-0.052,-0.237,-0.039,-0.081,-0.132,0.103,-0.088,-0.02,0.244,"TCGA-HT-7860"
0.05,0.019,0.001,0.161,0.102,0.271,0.163,0.171,-0.172,0.041,-0.004,-0.009,-0.202,-0.09,-0.083,-0.129,0.106,-0.142,0.093,-0.014,"TCGA-HT-8013"
0.092,-0.025,-0.01,-0.017,-0.043,0.079,0.047,0.024,-0.144,0.048,-0.08,-0.036,-0.089,-0.121,-0.058,-0.129,0.054,-0.06,0.063,0.033,"TCGA-HT-7902"
0.02,0.038,0.035,-0.007,-0.15,0.092,-0.023,-0.007,-0.195,-0.041,0.007,0.016,-0.212,-0.069,-0.016,-0.061,0.05,-0.182,0.066,0.037,"TCGA-HT-7611"
0.054,0.033,0.003,-0.017,-0.098,0.262,-0.02,0.012,-0.095,0.006,-0.041,-0.006,-0.158,0.014,0.036,-0.127,0.06,-0.183,0.08,0.062,"TCGA-HT-8114"
0.078,0.071,0.051,-0.053,0.233,0.354,0.001,0.004,-0.387,0.089,-0.113,-0.019,-0.21,-0.128,-0.131,-0.153,0.089,-0.206,0.016,-0.027,"TCGA-HT-8108"
0.094,0.024,0.022,-0.018,-0.081,0.102,-0.009,0.046,-0.33,0.001,0.031,-0.028,-0.174,-0.012,0.051,-0.135,0.062,-0.094,0.067,0.027,"TCGA-HW-8320"
0.101,0.024,0.029,-0.052,-0.082,0.102,-0.008,-0.015,-0.161,0.049,-0.091,-0.012,-0.173,-0.021,0.025,-0.134,0.066,-0.081,0.058,-0.01,"TCGA-HW-8321"
0.01,-0.014,-0.007,-0.037,-0.073,0.03,0.019,0.148,-0.226,-0.041,0.003,0.002,-0.069,0.009,0.026,-0.145,0.051,-0.033,0.102,0.049,"TCGA-HT-8111"
0.029,0.012,0.035,0.002,-0.087,0.079,0.046,0.109,-0.158,-0.019,-0.043,-0.014,-0.17,-0.126,-0.081,-0.189,0.013,-0.136,0.039,0.072,"TCGA-HT-8106"
0.008,-0.023,-0.018,-0.027,-0.097,0.034,0.028,0.002,-0.068,-0.01,0.002,-0.031,-0.175,-0.025,0.02,-0.166,0.07,-0.061,0.109,-0.116,"TCGA-HT-7874"
0.064,0.107,0.023,-0.026,-0.097,0.039,-0.013,0.052,-0.151,0.024,0.006,0.022,0.111,-0.052,-0.019,-0.142,0.041,-0.144,0.032,-0.074,"TCGA-HT-7879"
0.075,-0.036,-0.054,-0.019,-0.018,0.014,-0.005,0.01,-0.128,-0.01,0.017,-0.027,-0.099,-0.004,0.014,-0.07,0.046,0.008,-0.048,-0.073,"TCGA-HT-8019"
0.068,0.104,-0.029,-0.036,-0.022,0.077,-0.035,0.033,-0.192,0.02,0.026,-0.001,-0.098,0.032,-0.048,-0.063,0.074,-0.049,-0.049,-0.076,"TCGA-HT-8107"
0.024,0.037,0.013,-0.023,-0.123,0.032,0.016,0.164,-0.253,0.026,-0.028,-0.024,-0.215,0.03,0.052,-0.145,0.076,-0.122,0.044,-0.026,"TCGA-HT-7676"
0.013,0.015,0.015,-0.07,-0.067,0.028,0.029,0.007,-0.119,0.013,0.012,-0.005,-0.158,-0.088,-0.097,-0.093,0.058,-0.077,0.076,-0.339,"TCGA-HT-8012"
0.053,0.085,0.027,1.134,0.076,0.251,0.008,-0.02,-1.543,0.045,-0.237,-0.023,-0.222,-0.071,-0.044,-0.155,0.076,-0.13,-0.017,0.143,"TCGA-HT-8104"
0.054,0.072,-0.064,-0.013,-0.067,0.01,-0.012,0.044,-0.194,0.022,0.002,-0.022,-0.27,0.001,-0.028,-0.116,0.092,-0.213,0.089,-0.196,"TCGA-HT-8105"
0.04,0.023,-0.001,-0.062,-0.007,0.067,0.02,0.009,-0.078,-0.06,0.006,-0.052,-0.136,-0.031,0.072,-0.178,0.035,-0.027,0.127,-0.031,"TCGA-HT-7856"
0.057,0.009,-0.033,-0.095,-0.02,0.02,0.036,-0.021,-0.019,-0.017,-0.062,-0.016,-0.105,-0.078,0.047,-0.098,0.033,-0.043,0.078,-0.052,"TCGA-HT-7881"
0.047,0.056,0.068,0.838,0.046,0.255,-0.001,0.018,-0.997,-0.016,-0.194,-0.008,-0.263,-0.075,-0.078,-0.181,0.113,-0.076,0.033,-0.139,"TCGA-HT-8110"
0.099,0.073,0.012,-0.02,-0.097,0.05,0.033,0.021,-0.142,0.005,-0.031,-0.013,-0.068,-0.125,-0.086,-0.122,0.062,-0.106,0.186,-0.003,"TCGA-HT-8018"
0.067,0.02,-0.021,-0.044,-0.045,0.052,0.033,0.026,-0.096,-0.018,0.012,0.011,-0.102,-0.071,-0.049,-0.108,0.031,-0.045,0.071,-0.256,"TCGA-HT-8109"
0.09,0.026,-0.02,-0.085,-0.111,0.06,0.075,0.003,-0.188,-0.034,-0.028,-0.021,-0.166,-0.072,0.031,-0.137,0.093,-0.059,0.164,-0.311,"TCGA-HT-8010"
0.081,0.084,-0.012,-0.136,-0.068,-0.022,0.091,0.12,0.001,-0.031,0.004,0.021,-0.19,-0.059,0.031,-0.115,0.095,-0.155,0.209,-0.13,"TCGA-DB-A4XA"
0.138,0.047,-0.047,-0.095,-0.033,0.025,0.083,0.254,-0.289,0.13,0.019,-0.054,-0.217,-0.109,0.065,-0.371,0.087,-0.131,0.04,-0.016,"TCGA-FG-A4MY"
0.011,0.04,0.04,-0.134,-0.093,0.075,-0.02,0.277,-0.642,-0.094,-0.052,-0.017,-0.244,0.024,-0.041,-0.059,0.067,-0.208,0.184,0.062,"TCGA-DB-A4XB"
-0.031,0.094,0.034,1.287,0.2,0.306,0.011,0.005,-1.216,0.003,-0.237,-0.073,-0.213,-0.052,0.494,-0.103,0.098,-0.093,-0.028,0.105,"TCGA-FG-A4MW"
0.036,0.143,-0.019,-0.107,-0.012,0.043,0.023,0.055,-0.317,0.032,0.014,-0.016,-0.172,-0.285,-0.482,-0.058,0.074,-0.21,0.104,0.039,"TCGA-FG-A4MX"
0.042,0.031,0.016,0.135,0.127,0.214,0.054,0.035,-0.159,-0.02,-0.015,0.148,-0.279,-0.026,0.035,-0.103,0.084,-0.256,0.052,-0.009,"TCGA-DB-A4X9"
0.086,0.112,-0.005,-0.117,-0.06,0.013,0.027,0.017,0.025,0.017,0.021,-0.009,-0.138,-0.039,-0.055,-0.053,0.053,-0.122,0.096,-0.112,"TCGA-HT-A4DV"
0.061,0.068,-0.012,-0.105,-0.088,-0.019,0.057,0.147,-0.068,0.017,-0.03,-0.033,-0.231,-0.065,-0.01,-0.103,0.091,-0.131,0.064,-0.005,"TCGA-FG-A4MT"
0.213,0.213,0.086,0.066,0.14,0.218,-0.215,-0.22,-1.449,-0.046,-0.101,-0.05,-0.189,-0.075,-0.088,-0.038,-0.178,-0.62,-0.213,-0.065,"TCGA-HT-A4DS"
0.037,0.14,0.009,-0.102,-0.081,0.077,-0.054,0.014,-0.319,0.044,0.015,-0.014,-0.27,-0.045,0.005,-0.094,0.092,-0.214,0.026,-0.008,"TCGA-DB-A4XC"
0.114,0.024,0.05,-0.055,-0.078,0.058,0.057,0.002,-0.025,0.011,0.052,-0.016,-0.198,-0.002,0.141,-0.117,0.092,-0.224,0.135,-0.228,"TCGA-QH-A65R"
0.252,-0.094,-0.02,1.253,0.328,0.544,-0.04,-0.039,-0.38,-0.209,-0.277,0.017,-0.127,0.635,0.124,-0.1,0.152,-0.302,-0.007,0.289,"TCGA-QH-A6CV"
0.19,0.036,0.074,0.178,0.152,0.318,0.003,0.066,-0.147,0.035,-0.13,-0.045,-0.11,0.095,0.088,-0.352,0.216,0.044,0.264,-0.286,"TCGA-DH-A669"
0.152,-0.025,0.035,0.02,0.008,0.136,-0.006,0.026,0.067,-0.04,0.076,0.013,-0.08,0.06,-0.037,-0.106,0.048,-0.181,0.11,-0.002,"TCGA-DH-A66G"
0.146,0,0.032,-0.048,-0.073,0.256,0.002,-0.012,-0.006,0.033,0.029,0.076,-0.175,-0.016,0.001,-0.273,0.047,-0.258,0.054,0.059,"TCGA-FG-A60L"
0.124,-0.016,0.018,-0.04,-0.042,0.091,0.025,0.04,0.029,0.006,0.092,0.03,-0.169,0.009,0.035,-0.035,0.123,-0.269,0.106,-0.341,"TCGA-FG-A6J1"
0.124,0.008,0.075,0.103,0.138,0.284,0.057,0.03,-0.049,0.027,-0.111,-0.117,-0.142,0.045,0.056,-0.054,0.086,-0.43,-0.007,-0.018,"TCGA-QH-A6CS"
0.151,-0.008,0.08,0.094,-0.016,0.154,-0.002,0.037,-0.407,0.242,-0.04,-0.007,-0.017,0.651,-0.207,-0.731,0.26,-0.265,0.158,-0.046,"TCGA-FG-A6J3"
0.158,-0.032,0.022,0.006,-0.011,0.171,0.043,-0.008,-0.134,-0.015,0.01,-0.039,-0.237,-0.005,0.058,-0.54,0.126,-0.144,0.091,-0.327,"TCGA-FG-A6IZ"
0.161,0.062,0.017,-0.018,0.166,0.355,0.101,0.044,-0.026,-0.052,0.049,0.023,-0.134,0.058,0.058,-0.002,0.085,-0.218,0.079,-0.161,"TCGA-QH-A6CU"
0.102,0.04,0.048,-0.022,-0.148,0.283,0.015,-0.012,-0.003,0.013,0.036,0.024,-0.103,0.014,-0.121,-0.239,0.128,-0.251,0.104,0.043,"TCGA-DH-A66D"
0.013,0.014,0.011,-0.007,-0.047,0.271,0,0.108,-0.038,0.03,-0.013,-0.004,-0.126,-0.062,0.034,-0.086,0.057,-0.143,0.085,0.016,"TCGA-DB-A4XD"
0.074,0.016,-0.03,-0.128,-0.059,0.091,-0.043,0.004,-0.128,0.032,0.016,-0.047,-0.238,-0.031,-0.074,-0.032,0.051,-0.147,0.088,0.022,"TCGA-HW-A5KL"
0.016,-0.04,0.017,-0.028,-0.088,0.021,0.024,-0.043,0,0.016,-0.006,0.006,-0.23,0.01,-0.029,-0.07,0.076,-0.149,0.043,-0.416,"TCGA-DB-A4XG"
0.022,0.011,0.014,0.022,0.007,0.151,0.034,-0.024,-0.195,0.036,-0.106,0.04,-0.216,0.328,-0.155,-0.185,0,-0.069,0.075,0.014,"TCGA-P5-A5EZ"
0.099,0.049,0.041,0.016,-0.071,0.082,-0.358,-0.01,-1.843,0.056,-0.03,0.017,-0.682,-0.314,-0.453,-0.458,0.052,-0.094,0.082,0.062,"TCGA-P5-A5EU"
0.082,-0.041,-0.01,0.153,0.14,0.264,0.005,0.168,0.058,0.213,-0.022,-0.009,-0.108,-0.055,-0.052,-0.076,0.049,-0.05,0.121,-0.034,"TCGA-DB-A4XE"
0.075,0.011,0.02,-0.021,0.041,0.08,0.022,-0.005,0.017,-0.055,0.07,-0.021,-0.291,-0.074,-0.103,-0.057,0.05,-0.103,0.095,-0.42,"TCGA-DB-A4XH"
0.188,0.014,0.009,-0.003,-0.068,0.035,0.024,0.007,-0.347,0,-0.064,0.011,0.036,-0.022,-0.083,-0.088,0.072,-0.159,0.066,-0.051,"TCGA-HW-A5KM"
0.045,0.048,0.022,-0.022,0.168,0.231,-0.007,-0.025,-0.139,0.05,0.005,0.008,-0.126,-0.082,-0.002,-0.008,0.074,-0.604,0.061,-0.033,"TCGA-P5-A5EV"
0.048,-0.03,0.019,0.01,-0.028,0.068,-0.012,0.031,-0.147,0.04,-0.067,0.003,-0.187,-0.086,-0.044,-0.067,0.092,-0.071,0.078,-0.029,"TCGA-DB-A4XF"
0.045,0.075,0.036,-0.038,0.155,0.314,0.012,-0.037,-0.083,0.014,0.001,0.01,-0.202,-0.058,0.007,-0.092,0.053,-0.116,0.144,-0.277,"TCGA-HW-A5KJ"
0.049,0.028,0.007,-0.012,-0.011,0.025,0.003,-0.032,-0.042,0.016,0.05,0.013,-0.195,-0.023,0.039,-0.059,0.059,-0.119,0.063,-0.332,"TCGA-P5-A5ET"
0.076,0.017,0.067,-0.029,-0.099,0.048,0.013,0.006,0.044,0.056,0.003,0.021,-0.199,-0.121,-0.069,-0.083,0.069,-0.174,0.076,-0.02,"TCGA-P5-A5EW"
0.026,0.002,0.018,0.805,-0.019,0.02,-0.065,-0.011,-0.315,-0.005,-0.093,-0.006,-0.147,-0.017,0.044,-0.085,0.07,-0.084,-0.009,0.032,"TCGA-HW-A5KK"
-0.012,0.034,0.02,-0.054,-0.026,0.056,0.033,-0.008,-0.17,-0.007,-0.047,0.024,-0.104,-0.037,0.025,-0.044,0.045,-0.053,-0.026,-0.085,"TCGA-P5-A5EY"
0.054,0.027,0.04,0.151,0.174,0.292,0.037,-0.008,-0.266,0.031,-0.036,-0.039,-0.234,-0.067,0.049,-0.1,0.078,-0.073,0.01,-0.384,"TCGA-HT-A619"
0.038,0.895,-0.05,-0.025,-0.137,0.103,0.06,0.011,-0.114,0.187,0.005,0.041,-0.238,0.122,-0.163,-0.305,0.083,-0.174,0.105,-0.099,"TCGA-HT-A61B"
-0.007,0.053,0.045,-0.048,-0.083,0.027,0.041,0.038,-0.154,0.013,-0.01,0.157,-0.179,-0.05,-0.015,-0.332,0.065,-0.142,0.118,0.005,"TCGA-QH-A65S"
0.024,0.035,0.039,-0.062,0.062,0.272,0.017,0.443,-0.071,0.014,-0.004,-0.02,-0.237,-0.055,-0.116,-0.117,0.033,-0.167,0.143,-0.035,"TCGA-HT-A616"
0.05,0.091,0.021,-0.083,-0.134,0.033,0.026,-0.016,0.06,0.071,0.05,-0.011,0.001,-0.049,-0.07,-0.111,0.058,-0.122,0.116,-0.369,"TCGA-DB-A64P"
0.049,0.079,0.088,-0.021,-0.072,0.1,0.028,-0.009,-0.087,0.024,0.024,0.002,-0.19,-0.072,0.099,-0.077,0.046,-0.155,0.076,-0.031,"TCGA-DB-A64S"
0.078,0.044,0.015,-0.059,0.037,0.164,0.032,0.007,-0.078,0.052,-0.019,-0.01,-0.182,-0.079,-0.05,-0.069,0.039,-0.2,0.104,-0.182,"TCGA-HT-A61A"
0.095,0.04,0.042,-0.044,-0.084,0.025,0.027,0.005,-0.215,-0.009,-0.009,-0.002,-0.24,-0.053,-0.016,-0.098,0.073,-0.173,0.097,-0.408,"TCGA-DB-A64W"
0.078,0.141,0.102,-0.019,-0.089,0.012,0.024,0.023,-0.112,0.096,0.029,0,-0.166,-0.213,-0.294,-0.037,0.075,-0.196,0.18,-0.107,"TCGA-HT-A618"
0.047,-0.002,-0.002,-0.027,-0.106,0.096,0.01,-0.015,-0.148,0.009,-0.052,0.002,-0.18,-0.056,-0.033,-0.111,0.058,-0.022,0.077,-0.234,"TCGA-DB-A64V"
0.051,0.037,0.044,-0.037,-0.054,-0.02,0.025,-0.032,0.067,-0.017,0.024,-0.017,-0.18,-0.044,-0.041,-0.495,0.038,-0.193,0.09,-0.384,"TCGA-QH-A65Z"
0.089,0.076,0.043,-0.079,-0.133,0.006,0.021,0.043,-0.123,0.062,-0.04,0.028,-0.283,-0.057,-0.027,-0.083,0.083,-0.234,0.28,-0.347,"TCGA-DB-A64Q"
0.093,0.038,0.03,-0.103,-0.147,0.036,0.028,0.003,-0.159,0.035,-0.006,-0.036,-0.104,-0.066,-0.034,-0.188,0.089,-0.143,0.154,-0.334,"TCGA-DH-A66F"
0.144,0.039,0.062,-0.117,-0.135,0.065,0.017,0.336,-0.239,0.022,0.051,-0.01,-0.264,-0.093,-0.002,-0.191,0.065,-0.259,0.127,-0.047,"TCGA-DB-A64X"
0.068,0.064,-0.007,-0.13,-0.136,-0.039,0.048,0.033,-0.121,-0.037,0.019,-0.032,-0.233,-0.091,0.041,-0.152,0.082,-0.188,0.103,-0.36,"TCGA-DB-A64R"
0.084,0.068,0.047,0.107,0.079,1.481,0.041,-0.021,-1.294,0.018,-0.362,-0.004,-0.195,-0.069,-0.02,-0.107,0.079,-0.093,0.049,-0.083,"TCGA-HT-A61C"
0.073,0.032,0.031,-0.093,-0.162,-0.047,0.047,0.004,-0.138,0.005,-0.013,-0.001,-0.202,-0.082,-0.046,-0.104,0.082,-0.152,0.1,-0.27,"TCGA-DB-A64U"
0.053,-0.001,0.009,-0.088,-0.143,-0.005,0.039,0.011,-0.023,0.019,0.007,-0.044,-0.131,-0.094,-0.008,-0.07,0.089,-0.14,0.143,-0.277,"TCGA-FG-A60K"
0.082,0.05,0.038,-0.085,-0.177,0.023,0.043,-0.012,-0.075,0.019,-0.05,-0.021,-0.276,-0.084,0.064,-0.079,0.077,-0.129,0.141,-0.288,"TCGA-HT-A615"
0.05,0.226,0.088,-0.019,-0.172,-0.067,0.044,0.013,-0.121,0.056,0.024,0.023,-0.261,-0.149,-0.218,-0.102,0.071,-0.228,0.121,-0.116,"TCGA-DH-A66B"
0.04,0.03,0.041,-0.004,-0.107,0.067,0.004,0.158,-0.259,0.052,-0.033,-0.079,0.037,0.044,-0.074,-0.195,0.089,-0.203,0.127,-0.058,"TCGA-HT-A614"
0.003,0.109,0.016,-0.087,-0.125,0.027,-0.015,-0.004,-0.126,-0.003,0.032,-0.025,-0.27,-0.115,-0.082,-0.062,0.07,-0.154,0.061,-0.341,"TCGA-QH-A65V"
0.127,0.03,0.053,-0.017,-0.119,0.084,0.016,0.015,-0.236,-0.056,-0.056,0.055,-0.183,-0.043,-0.073,-0.102,0.087,-0.082,0.135,-0.235,"TCGA-DB-A64L"
0.081,0.067,0.052,0.057,-0.017,0.099,-0.003,0.015,-0.262,0.009,-0.42,-0.02,-0.26,-0.082,0.04,-0.037,0.116,-0.257,-0.04,-0.054,"TCGA-DB-A64O"
0.033,0.074,0.052,0.08,0.109,0.162,-0.035,-0.015,-0.018,-0.035,-0.132,0.005,-0.208,-0.072,-0.077,-0.184,0.035,-0.523,-0.018,-0.074,"TCGA-HT-A617"
0.061,0.054,-0.006,-0.063,-0.047,-0.013,0.079,0.055,0.026,0.058,0.042,-0.005,-0.125,-0.005,0.102,-0.13,0.053,-0.226,0.06,-0.253,"TCGA-R8-A6ML"
0.009,0.063,0.015,-0.108,-0.029,-0.032,0.033,0.049,-0.082,0.025,0.072,0.017,-0.212,-0.042,-0.037,-0.503,0.068,-0.285,0.048,-0.267,"TCGA-KT-A74X"
0.089,0.075,0.014,1.109,0.345,0.44,0.037,0.013,-1.058,0.036,-0.201,0.01,-0.17,-0.024,-0.017,-0.064,0.054,-0.219,-0.059,0.089,"TCGA-QH-A6XC"
0.095,0.059,0.007,-0.065,-0.125,0.317,0.051,0.028,-0.016,0.021,0.065,-0.015,-0.128,0.002,0.099,-0.043,0.119,-0.276,0.036,-0.065,"TCGA-P5-A731"
0.054,0.082,0.022,0.136,0.084,0.255,0.173,0.231,-0.161,-0.075,0.017,-0.004,-0.227,0,0.063,-0.106,0.049,-0.398,0.144,-0.041,"TCGA-HT-A74J"
0.118,0.043,0.007,-0.111,0.068,0.266,0.071,0.049,0.084,-0.039,-0.01,-0.04,-0.151,-0.033,0.169,-0.058,0.079,-0.264,0.268,-0.043,"TCGA-TM-A7C4"
0.086,0.028,-0.003,-0.072,-0.092,-0.044,0.071,0.072,0.01,-0.063,0.031,0.204,-0.208,-0.047,0.172,-0.091,0.093,-0.242,0.079,-0.267,"TCGA-QH-A65X"
0.014,0.025,0.026,-0.086,-0.087,0.03,0.071,0.009,-0.048,0.001,0.061,-0.026,-0.244,-0.007,0.063,-0.087,0.046,-0.405,0.087,-0.001,"TCGA-S9-A6TU"
0.06,-0.025,0,-0.065,-0.096,-0.006,0.049,0.186,0.002,0.056,0.058,-0.02,-0.12,-0.056,0.079,-0.088,0.038,-0.298,0.081,-0.032,"TCGA-QH-A6XA"
0.03,0.005,0.032,-0.12,-0.259,0.31,0,0.006,-0.035,-0.012,0.045,-0.035,-0.275,-0.043,0.054,-0.008,0.097,-0.308,0.092,-0.44,"TCGA-HT-A74L"
0.132,0.026,0.027,-0.018,-0.018,0.022,0.045,0.021,0.028,-0.004,0.074,0.044,-0.136,-0.099,0.076,-0.059,0.075,-0.287,0.061,-0.236,"TCGA-HT-A74K"
0.149,-0.032,-0.015,0.007,-0.054,0.141,0.071,0.007,-0.537,0.034,-0.155,-0.042,-0.112,-0.008,0.053,-0.158,0.091,-0.167,0.052,-0.229,"TCGA-P5-A780"
